original_text,english_text
DocDigital (https://doc.digital.gob.cl/):Plataforma definida para Comunicación Oficial de entidades de gobierno. Plataforma PISEE2: Para interoperabilidad de organismos públicos.( https://digital.gob.cl/plataformas-transversales/),DocDigital (https://doc.digital.gob.cl/): Platform defined for Official Communication among government entities. PISEE2 Platform: for interoperability among public agencies (https://digital.gob.cl/plataformas-transversales/)
ENDESA MICS 2019  Anuario estadistico,ENDESA MICS 2019 Statistical Yearbook
"Efectivamente, los siguientes eventos de Datos Abiertos tienen por objetivo promover e impulsar la alfabetización de datos e Inteligencia artificial entre los servidores públicos y ciudadanía en general. Reconocimiento Internacional en Datos Abiertos https://www.gob.pe/datosabiertos2024 https://www.gob.pe/datosabiertos2023 Explora la IA en Oncología https://www.gob.pe/institucion/pcm/campa%C3%B1as/43199-sesion-de-explora-la-ia-en-oncologia Open Data Day 2024: https://www.gob.pe/odd2024 Open Data Day 2023: https://www.gob.pe/opendataday","Indeed, the following Open Data events aim to promote and drive data and artificial-intelligence literacy among public servants and the general public. International Open Data Recognition https://www.gob.pe/datosabiertos2024 https://www.gob.pe/datosabiertos2023 Explore AI in Oncology https://www.gob.pe/institucion/pcm/campa%C3%B1as/43199-sesion-de-explora-la-ia-en-oncologia Open Data Day 2024: https://www.gob.pe/odd2024 Open Data Day 2023: https://www.gob.pe/opendataday"
"El Departamento de Gobierno de Datos de la Intendencia de Recaudación, a través de la definición del plan estratégico y operacional para convertir los datos que administra en un sistema integrado, incorpora soluciones tecnológicas para analizar las variaciones de la recaudación de los impuestos y propone modelos de datos para la inteligencia de negocio, brindando apoyo y asesoramiento transversal a las demás dependencias de la institución, y otras dependencias gubernamentales.","The Data Governance Department of the Revenue Office, through the definition of a strategic and operational plan to turn the data it manages into an integrated system, incorporates technological solutions to analyze variations in tax collection and proposes data models for business intelligence, providing cross-cutting support and advice to the institution's other units and to other government agencies."
"El Estudio de Indicadores de Gobierno Digital, entre otras dimensiones, mide la disponibilidad de perfiles profesionales para la transformación digital en el Estado. En esta medición se recoge información sobre profesionales de análisis de datos en los organismos de la administración. Ver página 26. https://cms-dgd-prod.s3-us-west-2.amazonaws.com/uploads/pdf/Informe_Final_Indicadores_de_Gobierno_Digital_2020.pdf?","The Digital Government Indicators Study, among other dimensions, measures the availability of professional profiles for digital transformation in the State. This measurement gathers information on data-analysis professionals in government agencies. See page 26. https://cms-dgd-prod.s3-us-west-2.amazonaws.com/uploads/pdf/Informe_Final_Indicadores_de_Gobierno_Digital_2020.pdf?"
"El Gobierno Central sí se encuentra dentro del Sistema Integrado de Gestión de Administración Financiera - SIGAF, las Municipalidades y Órganos desconcentrados tienen su propio sistema, para la obtención de la información de cada entidad se encarga de enviar mes a mes la información al Ministerio de Hacienda por medio del módulo Gestor. Actualmente el Ministerio de Hacienda está con el proceso de implementación de Hacienda Digital, el cual esperamos una aplicación de la información de manera analítica diagnóstica, de preventiva.  Datos en tiempo real con facilidades de análisis.","The Central Government is indeed within the Integrated Financial Management System (SIGAF); Municipalities and decentralized agencies have their own system, and to obtain each entity's information they must send it to the Ministry of Finance every month through the Manager module. The Ministry of Finance is currently implementing Hacienda Digital, from which we expect diagnostic and preventive analytical use of the information -- real-time data with analysis capabilities."
"El MSP proporciona informes a demanda, y los mismos son enviados por mail o a través de servicios de nube","The MSP provides reports on demand, sent by email or through cloud services"
El MSP se encuentra en proceso de implementación de estándares sintácticos y semánticos para el control de calidad de los datos.,The MSP is in the process of implementing syntactic and semantic standards for data quality control.
"El Miinsterio del Trabajo administra el Sistema Nacional de Información denominado Sistema Informático Integrado del Talento Humano (SIITH), compuesto de varios módulos para la gestión de los susbsistemas de TH; sin embargo, algunos de estos módulos a la fecha, aún no se encuentran implementados en el SIITH, por lo que no se encuentra totalmente automatizado ni digitalizado; sin embargo, para dar cumplimiento a la normativa técnica establecida, se lo efectúa a través de herramientas externas como Excel, Visio, etc.","The Ministry of Labor administers the National Information System called the Integrated Human Talent Information System (SIITH), made up of several modules for managing HR subsystems; however, some of these modules are not yet implemented in SIITH to date, so it is not fully automated or digitized; nevertheless, to comply with established technical regulations, this is handled using external tools such as Excel, Visio, etc."
El Ministerio de Salud Pública realiza publicaciones de información de salud para la toma de decisiones. https://app.powerbi.com/view?r=eyJrIjoiYTkzNTFkMmUtZmUzNi00NDcwLTg0MDEtNjFkNzhhZTg5ZWYyIiwidCI6IjcwNjIyMGRiLTliMjktNGU5MS1hODI1LTI1NmIwNmQyNjlmMyJ9&pageName=ReportSection https://app.powerbi.com/view?r=eyJrIjoiZmJkYTc1ZTktMjJmNi00MTJmLWI4NzUtYjMwMTYyOWE4OWY5IiwidCI6IjcwNjIyMGRiLTliMjktNGU5MS1hODI1LTI1NmIwNmQyNjlmMyJ9&pageName=ReportSectiona8c1ab58eb02b9300345 https://app.powerbi.com/view?r=eyJrIjoiNGQ1MjY4MWUtMjdlNC00Y2RhLTlmNGMtZmFjN2I4OTEyOGYzIiwidCI6IjcwNjIyMGRiLTliMjktNGU5MS1hODI1LTI1NmIwNmQyNjlmMyJ9&pageName=ReportSectionfa9aefa7805f261b2222,The Ministry of Public Health publishes health information for decision-making. https://app.powerbi.com/view?r=eyJrIjoiYTkzNTFkMmUtZmUzNi00NDcwLTg0MDEtNjFkNzhhZTg5ZWYyIiwidCI6IjcwNjIyMGRiLTliMjktNGU5MS1hODI1LTI1NmIwNmQyNjlmMyJ9&pageName=ReportSection https://app.powerbi.com/view?r=eyJrIjoiZmJkYTc1ZTktMjJmNi00MTJmLWI4NzUtYjMwMTYyOWE4OWY5IiwidCI6IjcwNjIyMGRiLTliMjktNGU5MS1hODI1LTI1NmIwNmQyNjlmMyJ9&pageName=ReportSectiona8c1ab58eb02b9300345 https://app.powerbi.com/view?r=eyJrIjoiNGQ1MjY4MWUtMjdlNC00Y2RhLTlmNGMtZmFjN2I4OTEyOGYzIiwidCI6IjcwNjIyMGRiLTliMjktNGU5MS1hODI1LTI1NmIwNmQyNjlmMyJ9&pageName=ReportSectionfa9aefa7805f261b2222
"El Ministerio de Salud cuenta actualmente con convenios de transferencia de información con: Superintendencia de Seguridad Social, Fondo Nacional de Salud, Ministerio de Desarrollo Social y Familia, Ministerio de Educación, Instituto Nacional de Estadísticas, entre otros.","The Ministry of Health currently has information-sharing agreements with: the Superintendency of Social Security, the National Health Fund, the Ministry of Social Development and Family, the Ministry of Education, the National Institute of Statistics, among others."
"El Ministerio del Trabajo expidió la Norma Técnica del Subsistema de Evaluación del Desempeño, en la cual se establecen las políticas, metodologías, instructivos de carácter técnico y operativo, que permitan a las instituciones del Estado sujetas al ámbito de la Ley Orgánica del Servicio Público - LOSEP, medir y estimular la gestión de la entidad, de los procesos internos y sus servidores mediante la fijación de objetivos, metas e indicadores cuantitativos y cualitativos de gestión encaminados a impulsar la consecución de los fines y propósitos institucionales, el desarrollo de los servidores públicos y el mejoramiento continuo de la calidad del servicio público.","The Ministry of Labor issued the Technical Standard for the Performance Evaluation Subsystem, which establishes the policies, methodologies, and technical and operational instructions that allow State institutions under the scope of the Organic Public Service Law (LOSEP) to measure and encourage the performance of the entity, its internal processes, and its employees, by setting quantitative and qualitative management objectives, targets, and indicators aimed at driving the achievement of institutional goals, the development of public servants, and the continuous improvement of public-service quality."
"El Minsa cuenta con la dirección de Planificación, que se encarga de gestionar los procesos y proyectos del MINSA. Y es quien dirige de vigilar a todas las direcciones competentes en las políticas, el cumplimiento de las metas acordadas.","MINSA has a Planning Directorate, responsible for managing MINSA's processes and projects, and which oversees all directorates in charge of policies and compliance with agreed targets."
"El Observatorio de Compra Pública (SIG) se encuentra totalmente digitalizado. Se emiten autorizaciones para hacer procedimientos fuera del Sistema integrado de compras públicas (SICOP), según art. 16 Ley General de Contratación Pública Nº 9986.x` https://www.sicop.go.cr/index.jsp https://www.observatoriocomprapublica.go.cr/","The Public Procurement Observatory (MIS) is fully digitized. Authorizations are issued for carrying out procedures outside the Integrated Public Procurement System (SICOP), pursuant to Article 16 of the General Public Procurement Law No. 9986. https://www.sicop.go.cr/index.jsp https://www.observatoriocomprapublica.go.cr/"
"El SICOES no cuenta con un módulo propio de análisis de datos. Sin embargo, se proporciona la información a diferentes direcciones del Ministerio de Economía y Finanzas Públicas las cuales realizan el respectivo análisis utilizando diferentes herramientas.","SICOES does not have its own data-analysis module. However, information is provided to different directorates within the Ministry of Economy and Public Finance, which carry out their own analysis using different tools."
El SICOES se constituye en el SIG de Contrataciones Públicas.,SICOES constitutes the Public Procurement MIS.
El SIG de RRHH consiste actualmente en 2 sistemas interconectados: GHE (ONSC) y SGH (CGN).  https://gestionhumana.onsc.gub.uy/  https://aps.cgn.red.uy/sgh/,The HR MIS currently consists of 2 interconnected systems: GHE (ONSC) and SGH (CGN).  https://gestionhumana.onsc.gub.uy/  https://aps.cgn.red.uy/sgh/
El SIG ofrece información para aplicaciones enfocadas en los procesos de austeridad del gasto publico,The MIS provides information for applications focused on public-spending austerity processes
El SRI Mantiene un inventario de activos conceptuales de información publicados en web intranet institucional y que posteriormente aterrizan a las respectivas bases de datos.,"The SRI maintains an inventory of conceptual information assets published on the institutional web intranet, which subsequently feed into the respective databases."
"El Servicio Civil es el organismo encargado de la política de gestión de personas en la administración del Estado. Para la capacitación de los servidores públicos se dispone, entre otras instancias, del Campus Servicio Civil. Una de las áreas de capacitación corresponde a Ciencia de Datos, ofreciendo a los servidores públicos cursos asincrónicos sobre herramientas analíticas. https://campus.serviciocivil.cl/mod/page/view.php?id=5#tab-65dcb2642cea65","The Civil Service is the body in charge of the government's people-management policy. Among other options, public servants have access to the Civil Service Campus for training. One of the training areas is Data Science, offering public servants asynchronous courses on analytical tools. https://campus.serviciocivil.cl/mod/page/view.php?id=5#tab-65dcb2642cea65"
"El Simeplans a medida que se va actualizando junto con las evidencias de las tareas resueltas, muestra un porcentaje de avances  de las líneas estratégicas establecidas en las políticas, que responde a preguntas como: ¿Qué ocurrió?”, “¿Cuándo ocurrió?”, “¿Con qué frecuencia ocurrió?” y “¿Cuáles son las características o rasgos clave de los datos?”.","As Simeplans is updated along with evidence of completed tasks, it shows a percentage of progress on the strategic lines set out in the policies, answering questions such as: 'What happened?', 'When did it happen?', 'How often did it happen?', and 'What are the key characteristics or features of the data?'"
El Simeplans se basa en monitorear los avances de las políticas establecidas para la estrategia de gestión establecido por la administración del Ministerio de Salud.,Simeplans is based on monitoring progress on the policies set for the management strategy established by the Ministry of Health's administration.
"El analista de datos en nuestro país no necesariamente es un profesional en tecnologías de la información, dado que existen profesionales en otras áreas que se especializan en análisis de datos para la toma de deciones.","In our country, the data analyst is not necessarily an IT professional, since there are professionals from other fields who specialize in data analysis for decision-making."
"El análisis de datos de la información que las unidades de administración del talento humano registran en el Sistema Informático Integrado del Talento Humano se encuentra a cargo de la Coordinación de Información y Estudios del Trabajo A nivel nacional, el Instituto Nacional de Estadística y Censos es la entidad encargada de coordinar, normar y evaluar la producción de la información estadística oficial proveniente del Sistema Estadístico Nacional, mediante la planificación, ejecución y análisis de operaciones estadísticas oportunas y confiables, así como de la generación de estudios especializados que contribuyan a la toma de decisiones públicas y privadas y a la planificación nacional, mismo que presenta cifras de empleo en el sector privado como público, mediante encuestas de hogares y estadística con base en registros administrativos.","Analysis of the data that human-talent management units record in the Integrated Human Talent Information System is handled by the Labor Information and Studies Coordination Office. At the national level, the National Institute of Statistics and Censuses is the entity responsible for coordinating, regulating, and evaluating the production of official statistical information from the National Statistical System, through the planning, execution, and analysis of timely and reliable statistical operations, as well as the production of specialized studies that contribute to public and private decision-making and national planning; it also reports employment figures for the private and public sectors through household surveys and administrative-record-based statistics."
"El análisis de datos sobre el sistema de información de la gestión de recursos humanos, se realiza a lo internos de la DGSC, en cada área según su competencia. No obstante, el Área de Desarrollo Estratégico dentro de su estrustura, cuenta con la Unidad de Investigación y Desarrollo (UNIDE) que tiene como principal labor impulsar la innovación de modelos, sistemas y procesos de gestión y desarrollo de Recursos Humanos mediante la promoción, la coordinación, la orientación y el desarrollo de la investigación e innovación en temas como: función pública, Administración de Recursos Humanos y Talento Humano, entre otros.","Data analysis on the human-resources management information system is carried out internally by the DGSC, in each area according to its remit. However, the Strategic Development Area includes, within its structure, the Research and Development Unit (UNIDE), whose main task is to drive innovation in HR management and development models, systems, and processes, by promoting, coordinating, guiding, and developing research and innovation on topics such as: public service, HR administration, and human talent, among others."
"El comité de datos fue creado para promover políticas de análisis, estructuración y uso de datos, además de implementar controles sistemáticos de calidad de datos (proceso en mejora continua).","The data committee was created to promote data analysis, structuring, and use policies, as well as to implement systematic data-quality controls (an ongoing improvement process)."
"El principal producto de análisis predictivo con el que cuenta la DGI es el Programa Financiero, que se realiza en acuerdo con la Asesoría Macro Económica del Ministerio de Economía y Finanzas. Los datos históricos de este producto de análisis predicitivo, salen de uno de los componentes del SIG  (del DWH corporativos)  y en base al comportamiento pasado de la recaudación de los diferentes impuestos se realiza la proyección de la recaudación , por mes y por impuesto para el año en curso. Cada impuesto se proyecta por separado,  teniendo en cuenta la variable económica más significativa del mismo ( PIB, empleo, inflación, etc.) Otro producto de análisis predicitivo son las simulaciones que se realizan para poder valorar un cambio en la normativa actual.","The main predictive-analytics product that the DGI has is the Financial Program, carried out in coordination with the Macroeconomic Advisory Office of the Ministry of Economy and Finance. The historical data for this predictive-analytics product comes from one of the MIS components (the corporate DWH), and based on the past behavior of tax collection, a projection of collection is made by month and by tax for the current year. Each tax is projected separately, taking into account its most significant economic variable (GDP, employment, inflation, etc.). Another predictive-analytics product is the simulations carried out to assess the impact of a change in current regulations."
"El protocolo utilizado en este Ministerio es la aprobación del director responsable del sistema o de una autoridad por encima del mismo. Otorgada la autorización, Gobierno Electrónico instrumenta los accesos autorizados.","The protocol used at this Ministry is approval by the director responsible for the system or by an authority above them. Once authorization is granted, e-Government implements the authorized access."
"El punto No. 1 de la respuesta anterior corresponde a lo que se gestiona con APWEB El punto No. 2, 4 y 5 de la respuesta anterior corresponde a lo que se gestiona con SIARH","Point No. 1 of the previous answer corresponds to what is managed through APWEB. Points No. 2, 4, and 5 of the previous answer correspond to what is managed through SIARH"
El sistema de gestión estudiantil contiene todo tipo de información asociado al sistema educativo.,The student management system contains all kinds of information related to the education system.
El sitio web del Ministerio de Finanzas Públicas muestra en cada apartado especifico la cantidad de veces que alguien entra a la información.,"The Ministry of Public Finance's website shows, for each specific section, how many times someone has accessed the information."
Employees within the relevant Divisions/Units of the Ministry can access MIS data,Employees within the relevant Divisions/Units of the Ministry can access MIS data
"En SERVIR estamos iniciando un proyecto de Gobernanza de datos, para ello se ha iniciado con un diagnóstico para definir el alcance del proyecto.","At SERVIR we are launching a Data Governance project; to that end, we have begun with a diagnostic to define the project's scope."
En el 2023 se da la creación de la Unidad de Análisis de Datos de la Dirección General de Ingresos del Ministerio de Economía y Finanzas.,"In 2023, the Data Analysis Unit of the General Directorate of Revenue of the Ministry of Economy and Finance was created."
"En el MITIC proporciono financiamiento para la realizacion de un Diplomado de Data Analytics destinado a funcionarios, adjunto link de la resolucion del mismo. https://gestordocumental.mitic.gov.py/share/s/rtUF9KwiQUOOuz3PqIgYiA",MITIC provided funding to run a Data Analytics Diploma program for officials; attached is the link to the corresponding resolution. https://gestordocumental.mitic.gov.py/share/s/rtUF9KwiQUOOuz3PqIgYiA
"En el MSP hay aproximadamente 40 sistemas vivos, de los cuales contamos con 10 de ellos que están incorporados a SIG SALUD. El MSP dispone de un catálogo con todos los sistemas","The MSP has approximately 40 live systems, of which 10 are incorporated into SIG SALUD. The MSP has a catalog listing all the systems"
En el Ministerio de Salud Pública del Ecuador se cuenta con 103 sistemas de información - aplicaciones de los cuales la mayoría no son interoperables.,"The Ministry of Public Health of Ecuador has 103 information systems/applications, most of which are not interoperable."
"En el Ministerio de Salud se cuenta con sistemas que funcionan en islas, la visión nacional del sector salud es interoperar, se adjunta el listado de sistemas: https://www.ministeriodesalud.go.cr/digital De parte de la Caja Costarricense del Seguro Social se cuenta con los siguientes sistemas: https://statics.teams.cdn.office.net/evergreen- assets/safelinks/1/atp-safelinks.html Por parte del Sistema de Estadística Nacional se cuenta con diversos sistemas: http://sistemas.inec.cr/snisan/ https://sen.inec.cr/","The Ministry of Health has systems that operate as silos; the national vision for the health sector is to achieve interoperability. Attached is the list of systems: https://www.ministeriodesalud.go.cr/digital On the part of the Costa Rican Social Security Fund, the following systems are in place: https://statics.teams.cdn.office.net/evergreen-assets/safelinks/1/atp-safelinks.html On the part of the National Statistics System, there are various systems: http://sistemas.inec.cr/snisan/ https://sen.inec.cr/"
"En el Módulo de Registro de Información- SIITH, utlizado por las Unidades de Talento Humano Institucionales, y de acuerdo a la información ingresada, se puede obtener entre otras variables, el número de servidores públicos activos por cada institución y la información personal y del puesto de cada servidor.","In the Information Registration Module (SIITH), used by the Institutional Human Talent Units, and based on the information entered, it is possible to obtain, among other variables, the number of active public servants per institution and the personal and position information of each employee."
"En el SIG de recursos humano se presenta los tres tipos de análisis, descriptivo, diagnóstico y predictivo, dado que el resultado de estos, permite la toma de decisiones en los diversos niveles de jeraquía, emisión o actualización de lineamientos, implementación de instrumentos o herramientas para la administración de recursos humanos. lo que impacta la gestión de las instituciones y de alguna manera sus dinámicas, ejemplo de esto, la reciente emisión de los salarios globales que para su elaboración se tuvo que realizar diversos análisis para obtener este producto final de aplicación al Régimen de Servicio Civil u otras entidades.","The Human Resources MIS presents all three types of analysis -- descriptive, diagnostic, and predictive -- since their results support decision-making at various hierarchical levels, the issuance or updating of guidelines, and the implementation of tools or instruments for human resources administration, which impacts institutional management and, to some extent, institutional dynamics. An example of this is the recent issuance of global salaries, which required various analyses to produce this final product applied to the Civil Service Regime and other entities."
En el informe fiscal se realiza un análisis descriptivo y de diagnostico de los ingresos y gastos del Sector Público No Financiero. https://www.economiayfinanzas.gob.bo/sites/default/files/2023-11/0.%20Informe%20Fiscal%20Primer%20Semestre%202023.pdf,The fiscal report includes a descriptive and diagnostic analysis of the revenues and expenditures of the Non-Financial Public Sector. https://www.economiayfinanzas.gob.bo/sites/default/files/2023-11/0.%20Informe%20Fiscal%20Primer%20Semestre%202023.pdf
"En el portal web del SNIS-VE se encuentran datos públicos  de acceso libre y muestra información de manera agregada y desagregada de producción de servicios, vigilancia, hechos vitales, vacunación, morbilidad, capacidad instalada en establecimientos de salud, etc. https://snis.minsalud.gob.bo/","The SNIS-VE web portal contains freely accessible public data and shows aggregated and disaggregated information on service delivery, surveillance, vital events, vaccination, morbidity, installed capacity in health facilities, etc. https://snis.minsalud.gob.bo/"
"En el presupuesto institucional no se distingue una partida específica para la investigación o análisis de datos del SIG, sin embargo, se contempla el pago salarial de la planilla institucional, por lo que permitiría decir que de forma indirecta se apoya presupuestariamente, dado que los diversos estudios e investigaciones son realizadas por las personas servidoras de la institución en sus diferentes campos de competencia, asimismo, cabe recalcar que esta DGSC ha sido apoyada por las autoridades de Gobierno respectivas con la autorización de utilización de los puestos que ha venido quedando vacantes.","The institutional budget does not have a specific line item for MIS research or data analysis; however, it does cover the institutional payroll, which allows one to say that budget support is provided indirectly, since the various studies and research are carried out by the institution's staff in their respective areas of expertise. It is also worth noting that this DGSC has been supported by the relevant Government authorities through authorization to use positions that have become vacant."
"En el sitio web de esta DGSC www.dgsc.go.cr se encuentra información salarial, descripción de puestos, especialidades, actividades de capacitación, estadísticas de empleo público, instrumentos utilizados, información necesaria para el acceso a los puestos mediante el proceso de reclutamiento, además de informes relacinandos con la gestión y rendición de cuentas en materia de recursos humanos.","The DGSC website (www.dgsc.go.cr) contains salary information, job descriptions, specialties, training activities, public-employment statistics, tools used, information needed to access positions through the recruitment process, as well as reports related to human resources management and accountability."
"En este cuestionario nos referimos exclusivamente a impuestos internos administrados por la DGI. El SIG existe a nivel de esta Administración Tributaria, siendo la única que puede consultar y preparar información o productos para el resto del Estado y/u otros agentes. No existe una capa de presentación del SIG de Impuestos que pueda ser utilizada por usuarios que no pertenezcan a la Administración. Debido a que la normativa exige el secreto tributario de las actuaciones, son funcionarios de  la Administración, en oportunidad de los diferentes requerimientos de información, quienes procesan lo solicitado. Dada la definición de SIG de Impuestos en el glosario de términos del presente cuestionario, cabe aclarar que el SIG de Impuestos estaría compuesto por el sistema K2B-GRP en lo que tiene que ver con la automatización y agilización del proceso relacionado con la configuración y contabilidad de los impuestos. En cuanto a la presentación de informes de recaudación y gestión de los impuestos, se utiliza el Data Ware House corporativo. En lo que tiene que ver con la elaboración de reportes y analítica de datos se utiliza la herramienta Cognos Analitics. Es una solución de Bussiness Inteligence, que permite crear y ejecutar reportes utilizando la metadata corporativa.  Para algunos productos de análisis de datos se utlizan herramientas adicionales como ser Stata y SPSS, así como lenguajes de programación como R y Python, finalizando su presentación en planillas de cálculo, en algunas oportunidades. Por tratarse de sistemas internos, y dadas las políticas de seguridad de la información, no es posible proporcionar ejemplos de las diferentes salidas de los sistemas. No obstante existen algunas salidas públicas del SIG de impuestos se pueden encontrar en: https://www.gub.uy/direccion-general-impositiva/datos-y-estadisticas/estadisticas","In this questionnaire we refer exclusively to internal taxes administered by the DGI. The MIS exists at the level of this Tax Administration, which is the only body able to consult and prepare information or products for the rest of the State and/or other agents. There is no presentation layer of the Tax MIS that can be used by users outside the Administration. Because the regulations require tax secrecy for these matters, it is Administration officials who process the different information requests as they arise. Given the definition of Tax MIS in the glossary of terms for this questionnaire, it should be clarified that the Tax MIS is made up of the K2B-GRP system with respect to automating and streamlining the process related to tax configuration and accounting. For the presentation of collection and tax-management reports, the corporate Data Warehouse is used. For report production and data analytics, the Cognos Analytics tool is used -- a Business Intelligence solution that allows reports to be created and run using corporate metadata. For some data-analysis products, additional tools such as Stata and SPSS are used, as well as programming languages such as R and Python, sometimes ending in spreadsheets. Because these are internal systems, and given information-security policies, it is not possible to provide examples of the different system outputs. However, some public outputs of the Tax MIS can be found at: https://www.gub.uy/direccion-general-impositiva/datos-y-estadisticas/estadisticas"
"En este momento la  Dirección de Contratación Pública se encuentra en una etapa incipiente de usos de datos de SIG, por lo que no se cuenta con evidencia documental que acredite el uso de datos provenientes de Observatorio de Compra Pública (OCP) salvo las dos opciones marcadas.","At this time, the Directorate of Public Procurement is at an early stage of using MIS data, so there is no documentary evidence of the use of data from the Public Procurement Observatory (OCP) beyond the two options marked."
En la DIAN se utilizan como herramientas de apoyo los tres tipos de análisis en diferentes frentes para atender a las necesidades misionales definidas en la entidad.,"At DIAN, all three types of analysis are used as support tools across different fronts to meet the entity's defined mission needs."
"En la actualidad no existen convenios con universidades u otros organismos para el análisis conjunto de información de impuestos; sin embargo, si existe la posibilidad que investigadores individuales puedan acceder a información más detallada para sus investigaciones mediante una solicitud expresa y acuerdo de confidencialidad","At present there are no agreements with universities or other organizations for joint analysis of tax information; however, individual researchers may be able to access more detailed information for their research through an express request and a confidentiality agreement"
"En la página web, la información que se publica, corresponde a resultados (análisis descriptivo) e informes de resultados  (análisis diagnóstico). Se realiza también análisis predictivo, pero no es de acceso para el público en general. https://srienlinea.sri.gob.ec/sri-en-linea/inicio/NAT  (página web donde indica los servicios en línea ofrecidos a la ciudadanía) https://www.sri.gob.ec/estadisticas-generales-de-recaudacion-sri  (página web donde indica principales resultados obtenidos de recaudación de tributos administrados por el SRI)  https://www.sri.gob.ec/historico-estadisticas-generales-de-recaudacion  (página web donde indica un histórico anual de estadísticas generales de recaudación) https://srienlinea.sri.gob.ec/saiku-ui/ (visor analítico para cubos de  información) https://www.sri.gob.ec/datos-abiertos  (página web con datos digitales disponibles con las características técnicas y jurídicas necesarias para que puedan ser usados, reutilizados y redistribuidos libremente por cualquier persona","On the website, the information published corresponds to results (descriptive analysis) and results reports (diagnostic analysis). Predictive analysis is also carried out, but it is not accessible to the general public. https://srienlinea.sri.gob.ec/sri-en-linea/inicio/NAT (web page indicating the online services offered to citizens) https://www.sri.gob.ec/estadisticas-generales-de-recaudacion-sri (web page showing the main results of tax collection administered by the SRI) https://www.sri.gob.ec/historico-estadisticas-generales-de-recaudacion (web page showing an annual historical record of general collection statistics) https://srienlinea.sri.gob.ec/saiku-ui/ (analytical viewer for information cubes) https://www.sri.gob.ec/datos-abiertos (web page with digital data available with the technical and legal characteristics needed for it to be used, reused, and freely redistributed by anyone"
"En nuestro caso no es ninguna de las opciones, hay varios equipos especializados, tanto en BCU como en MEF","In our case it's none of the options; there are several specialized teams, both at the BCU and at the MEF"
"En otros, es importante mencionar los comprobantes fiscales electrónicos, devoluciones de impuestos y aplicación de beneficios.","Among others, it is worth mentioning electronic tax receipts, tax refunds, and the application of tax benefits."
"Entiendo que diferentes usuarios y en diferentes momentos hacen de los tres tipos de análisis: descriptivo, de diagnóstico y predictivo. Podría decirse que el que mayormente se realiza es de diagnóstico, pero no quiere decir que no se hagan todos.  En la Rendición de Cuentas hay análisis de todos los tipos, en diferentes capítulos.  https://www.gub.uy/ministerio-economia-finanzas/rendicion-cuentas","I understand that different users, at different times, carry out all three types of analysis: descriptive, diagnostic, and predictive. It could be said that diagnostic analysis is carried out most often, but that doesn't mean the others aren't done too. The Accountability Report includes analysis of all types, across different chapters. https://www.gub.uy/ministerio-economia-finanzas/rendicion-cuentas"
"Entre las competencias del MDT establecidos en la LOSEP, se encuentra la de establecer políticas nacionales y normas técnicas de capacitación, así como coordinar la ejecución de programas de formación y capacitación; para regularizar estos procesos, se emitió la Norma Técnica del Subsistema de Formación y Capacitación para el sector público, el cual constituye un conjunto de políticas y procedimientos establecidos para regular los estudios de la carrera del servicio público. Su objetivo es implementar planes, programas y ofertas de formación y capacitación, que permitan desarrollar y fortalecer las competencias de los servidores públicos, en función de los perfiles exigibles de los puestos, establecidos sobre la base de los objetivos institucionales y del Estado","Among the MDT's responsibilities set out in the LOSEP is establishing national policies and technical training standards, as well as coordinating the implementation of training programs; to formalize these processes, the Technical Standard for the Public-Sector Training Subsystem was issued, which constitutes a set of policies and procedures established to regulate public-service career studies. Its objective is to implement training plans, programs, and offerings that develop and strengthen public servants' competencies, based on the required profiles for each position, established on the basis of institutional and State objectives"
"Es importante para poder definir la respuesta anterior, indagar con los/as responsables de los diversos SIG disponibles.","To properly answer the previous question, it is important to check with those responsible for the various available MIS."
"Es un Sistema Integrado Centralizado de la Carrera Administrativa de servicios compartidos en modalidad WEB que brinda soporte a la gestión integral de RRHH del Sector Público, la misma se encuentra centralizada mediante las normativas (SFP) y descentralizada operativamente con los OEE (UOSICCA) El portal Paraguay Concursa forma parte de la plataforma web Sistema Integrado Centralizado de la Carrera Administrativa (SICCA), del Viceministerio de Capital Humano y Gestión Organizacional. El sistema brinda seguridad a las personas que trabajan en Talento Humano porque los postulantes confían en el sistema (SICCA). Porque mantiene el anonimato de los candidatos hasta el final del proceso.","It is a Centralized Integrated Administrative Career System offering shared web-based services that supports comprehensive HR management for the Public Sector; it is centralized through regulations (SFP) and operationally decentralized through the OEE (UOSICCA). The Paraguay Concursa portal is part of the Centralized Integrated Administrative Career System (SICCA) web platform, run by the Vice-Ministry of Human Capital and Organizational Management. The system provides security for HR staff because applicants trust the system (SICCA), since it keeps candidates anonymous until the end of the process."
"Essa métrica atualmente não é monitorada pela Secretaria do Tesouro Nacional, mas apenas as relacionadas aos níveis de serviço da aplicação.","This metric is not currently monitored by the National Treasury Secretariat, only those related to the application's service levels."
Esta en curso un proyecto de análisis de datos (Banderas rojas).,A data-analysis project (Red Flags) is underway.
"Esta herramienta de Simeplans es fundamental dentro de la Institución para la planeación, seguimiento y resultados del cumplimiento de políticas y líneas estratégicas que conllevan datos demográficos de la salud, vigilancia de enfermedades y epidemiologia, instalaciones y atención medica, resultados de salud, entre otros.","This Simeplans tool is essential within the Institution for planning, monitoring, and reporting on compliance with policies and strategic lines involving health demographic data, disease surveillance and epidemiology, facilities and medical care, health outcomes, among others."
